query_index,score,submission.score,arousal,valence,dataset,artist_name,song_name,n_comments,n_words,min.Valence,min.Arousal,min.Dominance,max.Valence,max.Arousal,max.Dominance,mean.Valence,mean.Arousal,mean.Dominance,std.Valence,std.Arousal,std.Dominance
0,36.64940239043825,145055.78486055776,-0.335959375,0.15131875,AMG1608,Ben Webster,Chelsea Bridge,90068,154846,0.0,0.112,0.12,1.0,0.965,0.974,0.5939835390946503,0.4722378600823045,0.5263925925925926,0.24075618048932235,0.18583916772039313,0.1727665186358734
1,3.7707509881422925,1864.288537549407,-0.261853125,0.049584375,AMG1608,Leadbelly,Goodnight Irene,1969,3655,0.0,0.135,0.087,1.0,0.952,0.954,0.6427906523855891,0.46308081791626093,0.5254196689386563,0.22453465413314042,0.16310660445630057,0.1628655137166088
2,1.5478260869565217,295.10434782608695,-0.2660375,0.11059375,AMG1608,Ray Charles,How Long Blues,278,49141,0.02,0.073,0.131,1.0,0.931,0.938,0.6380411622276031,0.4684406779661017,0.5352130750605327,0.22264733477003346,0.16905617349744284,0.1699659392591336
3,1.1116071428571428,5170.767857142857,0.149390625,0.026140625,AMG1608,The Kinks,Two Sisters,3691,2080,0.02,0.082,0.045,1.0,0.971,0.958,0.6580804597701149,0.45082445141065824,0.5407701149425288,0.22245966397722422,0.1648847083825753,0.163071157252613
4,1.7835820895522387,10649.76119402985,0.544234375,0.53096875,AMG1608,Adam Ant,Goody Two Shoes,10701,5671,0.0,0.09,0.125,1.0,0.951,0.943,0.6311127098321342,0.4724040767386091,0.5266079136690647,0.2211443646542644,0.17983476751954955,0.17279596385151216
5,0.9315789473684211,10088.736842105263,0.5519375,0.413565625,AMG1608,Sam the Sham & the Pharaohs,Wooly Bully,7034,1035,0.0,0.069,0.102,1.0,0.971,0.973,0.6527598116169545,0.4702354788069073,0.5337488226059656,0.22452590251032878,0.184108452956313,0.17096511933971872
6,1.3169398907103824,10920.814207650274,0.483128125,0.4211,AMG1608,Elvis Presley,Viva Las Vegas,11469,2926,0.0,0.09,0.116,1.0,0.945,0.972,0.6364624903325599,0.46989404485692193,0.5244392884764114,0.2155134904708009,0.1718365612443938,0.1679781804442937
7,1.1602564102564104,6742.865384615385,-0.510665625,0.073178125,AMG1608,Frank Sinatra,April in Paris,2347,3081,0.0,0.13,0.12,1.0,0.948,0.938,0.6738747940691928,0.4510510708401977,0.5393064250411862,0.19609366020229574,0.16892947449886292,0.17326490623010754
8,0.9431818181818182,50586.21022727273,0.523778125,0.441253125,AMG1608,ABBA,Take a Chance on Me,47301,6555,0.0,0.073,0.096,1.0,0.952,0.991,0.6443107747105966,0.45332056990204816,0.5301611754229741,0.21083053771326685,0.1621196731089231,0.15853406497313413
9,3.7254901960784315,11817.583333333334,0.361746875,0.297725,AMG1608,John Coltrane,Cousin Mary,6846,990,0.0,0.069,0.045,1.0,0.948,0.981,0.6477580893682588,0.4626594761171033,0.5229137134052388,0.22514063855660796,0.17331209691944188,0.16654091166792373
10,1.4875,4044.608333333333,-0.32401875,-0.3600875,AMG1608,Nico,Chelsea Girls,3391,13203,0.0,0.102,0.116,1.0,0.952,0.991,0.6182211538461538,0.47615064102564103,0.5218926282051282,0.22457741651299032,0.1734256059568868,0.16658386034610417
