song_id,artist_name,song_name,Genre,valence,arousal
1,Ben Webster,Chelsea Bridge,,0.15131875,-0.335959375
2,Leadbelly,Goodnight Irene,,0.049584375,-0.261853125
3,Ray Charles,How Long Blues,,0.11059375,-0.2660375
4,The Kinks,Two Sisters,,0.026140625,0.149390625
5,Adam Ant,Goody Two Shoes,,0.53096875,0.544234375
6,Sam the Sham & the Pharaohs,Wooly Bully,,0.413565625,0.5519375
7,Elvis Presley,Viva Las Vegas,,0.4211,0.483128125
8,Frank Sinatra,April in Paris,,0.073178125,-0.510665625
9,ABBA,Take a Chance on Me,,0.441253125,0.523778125
10,John Coltrane,Cousin Mary,,0.297725,0.361746875
11,Nico,Chelsea Girls,,-0.3600875,-0.32401875
12,Pussy Galore,Dick Johnson,,-0.2081625,0.575321875
13,Red Hot Chili Peppers,Give It Away,,0.011248387,0.536174194
14,Louis Armstrong,Heebie Jeebies,,0.444516667,0.357346667
15,Roberta Flack,The First Time Ever I Saw Your Face,,-0.211066667,-0.36216
16,The Dead Milkmen,Punk Rock Girl,,0.244262069,0.417813793
17,Duke Ellington,After All,,-0.02614,-0.48002
18,The Moody Blues,Tuesday Afternoon (Forever Afternoon),,0.30284,0.21475
19,Little Jimmy Dickens,May the Bird of Paradise Fly up Your Nose,,0.290823333,0.428216667
20,MC5,High School,,0.358775862,0.51092069
21,The Allman Brothers Band,Ramblin'' Man,,0.354517241,0.415489655
22,Bobby Bare,500 Miles Away from Home,,-0.213693103,-0.220451724
23,Kevin Ayers,Stranger in Blue Suede Shoes,,-0.142351724,0.453658621
24,The American Analog Set,Magnificent Seventies,,-0.05573,-0.204753333
25,James Taylor,Carolina in My Mind,,0.195296296,-0.096996296
26,Soft Cell,Tainted Love,,-0.080992593,0.209333333
27,Adam Ant,Desperate But Not Serious,,-0.247937037,0.232566667
28,Neil Young,Harvest Moon,,0.087755556,-0.200874074
29,Tori Amos,Me and a Gun,,-0.348396296,-0.47532963
30,Sylvia,Nobody,,0.197659259,0.201381481
31,Cocteau Twins,Heaven or Las Vegas,,0.263133333,0.335448148
32,P.M. Dawn,Set Adrift on Memory Bliss,,0.239377778,0.175744444
33,Lefty Frizzell,Look What Thoughts Will Do,,0.194459259,-0.280896296
34,Mojave 3,Love Songs on the Radio,,0.03887037,-0.455003704
35,Bob Dylan,Forever Young,,0.109311111,0.068237037
36,Kiss,Rock and Roll All Nite,,-0.01162963,0.561237037
37,"Miles Davis Quintet, Miles Davis",Footprints,,0.022874074,-0.145625926
38,Judas Priest,Living After Midnight,,0.071766667,0.605448148
39,Public Enemy,Bring the Noise,,-0.019325926,0.540433333
40,The Rolling Stones,You Can''t Always Get What You Want,,0.347488889,-0.214459259
41,Big Star,Thirteen,,0.124544444,-0.197988889
42,Sister Wynona Carr,I''m a Pilgrim Traveler,,-0.237777778,-0.253748148
43,Morrissey,Everyday Is Like Sunday,,-0.073181481,0.164881481
44,Urge Overkill,Sister Havana,,0.157955556,0.367981481
45,The Clash,London Calling,,-0.085274074,0.476725926
46,The Jesus and Mary Chain,Taste of Cindy,,-0.298092593,-0.482544444
47,Red House Painters,Down Colorful Hill,,-0.222707407,-0.3876
48,The Carpenters,Rainy Days and Mondays,,0.0803,-0.206774074
49,T. Rex,20th Century Boy,,0.393033333,0.593237037
50,The Beach Boys,Surfer Girl,,0.260225926,-0.396103704
51,The Lemonheads,It''s a Shame About Ray,,0.091477778,-0.013066667
52,Frank Sinatra,The House I Live In,,0.222014815,-0.201240741
53,The Who,Won''t Get Fooled Again,,0.425137037,0.471174074
54,Brinsley Schwarz,Nervous on the Road (But Can''t Stay at Home),,0.307733333,0.394003704
55,The Go-Go''s,We Got the Beat,,0.496862963,0.646174074
56,Rod Stewart,Reason to Believe,,0.022355556,-0.1259
57,Barry Manilow,Looks Like We Made It,,0.207462963,-0.289740741
58,Aqua,Barbie Girl,,0.529981481,0.6609
59,The Jam,''A'' Bomb in Wardour Street,,0.164840741,0.521985185
60,The Everly Brothers,Love Hurts,,-0.079907407,-0.486177778
61,Stevie Wonder,My Cherie Amour,,0.259216129,0.094077419
62,Boy George,The Crying Game,,-0.107296774,-0.187719355
63,Asleep at the Wheel,Choo Choo Ch''Boogie,,0.412993333,0.249133333
64,The Flying Burrito Brothers,Wild Horses,,-0.32519,-0.228276667
65,Jeff Buckley,Last Goodbye,,-0.18729,0.032836667
66,Willie Nelson,Blue Eyes Crying in the Rain,,-0.289746667,-0.46997
67,Five for Fighting,Superman (It''s Not Easy),,-0.056813333,-0.15528
68,John Denver,Sunshine on My Shoulders,,0.2584,-0.328996667
69,The Beach Boys,Don''t Worry Baby,,0.17253,0.173276667
70,Lou Reed,Perfect Day,,-0.111896667,-0.487003333
71,The Shirelles,Will You Love Me Tomorrow,,0.20867,0.243116667
72,Quiet Riot,Bang Your Head (Metal Health),,-0.399116667,0.46448
73,Ornette Coleman,Free Jazz,,0.214558621,0.32142069
74,Archie Shepp,Hambone,,0.079113793,0.218544828
75,The Beach Boys,Caroline No,,-0.318451724,-0.306210345
76,The Bangles,Walk Like an Egyptian,,0.251793103,0.607996552
77,Loretta Lynn,Coal Miner''s Daughter,,0.05487931,-0.032544828
78,The Small Faces,Lazy Sunday,,0.012624138,0.405593103
79,Lisa Germano,Geek the Girl,,-0.292334483,-0.406503448
80,Bobby Darin,Splish Splash,,0.513182759,0.575058621
81,Bruce Springsteen,Darkness on the Edge of Town,,-0.030613793,0.087044828
82,Gene,For the Dead,,-0.117262069,0.224351724
83,Little Feat,Sailin'' Shoes,,-0.28627931,-0.396989655
84,Sam Cooke,Touch the Hem of His Garment,,0.162658621,0.205075862
85,Z.Z. Hill,Someone Else Is Steppin'' In,,0.219119231,0.383023077
86,Dr. Dre,Let Me Ride,,-0.300473077,0.345626923
87,R.E.M.,Fall on Me,,-0.180323077,-0.027161538
88,Fats Domino,The Fat Man,,0.141223077,0.252053846
89,Miles Davis,Don''t Blame Me,,0.271969231,-0.202680769
90,Buzzcocks,Everybody''s Happy Nowadays,,0.248788462,0.440703846
91,Johnny Ace,Pledging My Love,,0.269284615,-0.377388462
92,Bikini Kill,Suck My Left One,,-0.392992308,0.453707692
93,Scott Walker,Montague Terrace (In Blue),,0.175392308,-0.083103846
